Sensor,Característica,Min_global,Max_global,Media_global,Std_global,Mediana_global,IQR_global,Min_NoStress,Max_NoStress,Media_NoStress,Std_NoStress,Min_Stress,Max_Stress,Media_Stress,Std_Stress
BVP (wrist),w_BVP_mean,-3.232135,7.074826,0.004546,0.440404,0.001771,0.205104,-3.232135,2.530948,0.000878,0.331635,-2.428344,7.074826,0.013172,0.626334
BVP (wrist),w_BVP_std,3.02276,294.63859,50.487212,39.363463,39.042411,39.922903,3.653022,217.953509,44.321614,29.348224,3.02276,294.63859,64.985232,53.619607
BVP (wrist),w_BVP_min,-1617.86,-10.16,-298.806454,249.122345,-226.31,279.52,-1319.66,-10.58,-273.906399,225.486989,-1617.86,-10.16,-357.35738,289.456474
BVP (wrist),w_BVP_max,8.27,1789.0,266.785786,223.058784,211.71,224.49,8.27,1405.45,240.20269,190.373325,9.38,1789.0,329.294281,275.97443
BVP (wrist),w_BVP_median,-5.8,17.495,3.575724,3.169386,2.91,4.02,-4.37,17.495,4.295027,3.007307,-5.8,16.6,1.884329,2.888786
BVP (wrist),w_BVP_range,19.11,3406.86,565.59224,453.105832,437.58,515.71,19.11,2630.26,514.10909,398.866036,21.1,3406.86,686.651661,542.097783
BVP (wrist),w_BVP_kurtosis,-1.070011,134.194174,9.833116,12.841608,5.756834,9.644206,-1.070011,88.824011,10.145904,12.752886,-0.325856,134.194174,9.097614,13.038845
BVP (wrist),w_BVP_skewness,-8.728829,4.323681,-0.447006,1.008043,-0.399182,0.8098,-6.198769,4.002363,-0.493045,1.024071,-8.728829,4.323681,-0.33875,0.962251
BVP (wrist),w_BVP_q25,-150.935,-1.1025,-21.527912,17.635352,-17.285,15.935,-83.785,-2.6,-19.381773,11.079761,-150.935,-1.1025,-26.574425,26.81509
BVP (wrist),w_BVP_q75,1.62,160.455,22.41897,19.252939,17.25,16.2725,2.8125,106.2625,19.737904,11.584515,1.62,160.455,28.723331,29.531585
BVP (wrist),w_BVP_iqr,2.7225,310.2775,43.946883,36.75134,34.7325,32.34,5.4125,190.0475,39.119677,22.505357,2.7225,310.2775,55.297756,56.208856
BVP (wrist),w_BVP_rms,3.02276,294.639152,50.488254,39.364589,39.04243,39.926681,3.653053,217.977473,44.322488,29.348775,3.02276,294.639152,64.986668,53.621521
BVP (wrist),w_BVP_zcr,0.026042,0.075,0.040656,0.007418,0.039062,0.007292,0.028125,0.069792,0.038491,0.005358,0.026042,0.075,0.045748,0.008951
BVP (wrist),w_BVP_peak_freq,0.25,2.55,0.994805,0.304433,1.016667,0.4,0.35,1.683333,1.029484,0.243496,0.25,2.55,0.913259,0.402648
BVP (wrist),w_BVP_spectral_energy,17543.186249,166678844.744647,7866169.930769,14942050.42635,2926674.966356,6892494.305033,25621.578466,91207164.09384,5423142.343893,7987773.005516,17543.186249,166678844.744647,13610797.09991,23504180.057965
BVP (wrist),w_BVP_spectral_entropy,2.468307,7.563111,6.40837,0.576747,6.525253,0.526739,2.468307,7.563111,6.283484,0.617337,5.490517,7.470622,6.702031,0.310189
EDA (wrist),w_EDA_mean,0.094317,15.611939,1.962806,2.660052,0.846225,2.350112,0.094317,8.407699,1.330871,1.724293,0.30677,15.611939,3.448761,3.688682
EDA (wrist),w_EDA_std,0.001212,1.348292,0.062151,0.105359,0.020693,0.068663,0.001212,1.348292,0.037802,0.08377,0.002172,0.853266,0.119406,0.126758
EDA (wrist),w_EDA_min,0.074584,14.354395,1.823307,2.461952,0.760028,2.170737,0.074584,7.822742,1.248851,1.621882,0.291936,14.354395,3.174106,3.399063
EDA (wrist),w_EDA_max,0.101492,15.921474,2.107136,2.808444,0.980183,2.584239,0.101492,9.10321,1.411993,1.829044,0.321359,15.921474,3.741721,3.846049
EDA (wrist),w_EDA_median,0.095085,15.703362,1.96135,2.665077,0.836125,2.353974,0.095085,8.201182,1.329866,1.723024,0.30217,15.703362,3.446244,3.702846
EDA (wrist),w_EDA_range,0.006406,4.589171,0.283828,0.4594,0.098502,0.285766,0.006406,4.589171,0.163142,0.330949,0.011513,3.374116,0.567615,0.579426
EDA (wrist),w_EDA_kurtosis,-1.783056,85.467717,1.752689,7.287182,-0.105897,2.362216,-1.783056,79.961676,1.622087,6.428204,-1.726223,85.467717,2.059791,8.994009
EDA (wrist),w_EDA_skewness,-3.530848,8.536934,0.146704,1.228512,0.070275,0.946406,-3.530848,8.289642,0.030533,1.190563,-2.522282,8.536934,0.41987,1.274224
EDA (wrist),w_EDA_q25,0.091241,15.556568,1.919394,2.615485,0.797948,2.243653,0.091241,8.137539,1.303685,1.688591,0.298332,15.556568,3.367196,3.641939
EDA (wrist),w_EDA_q75,0.097648,15.765406,2.006473,2.711096,0.881671,2.383574,0.097648,8.781159,1.358491,1.762667,0.311125,15.765406,3.530163,3.748289
EDA (wrist),w_EDA_iqr,0.001279,2.571902,0.087079,0.15983,0.027188,0.093361,0.001279,2.571902,0.054806,0.135534,0.002558,1.569782,0.162968,0.185197
EDA (wrist),w_EDA_rms,0.094496,15.61421,1.96474,2.661436,0.847125,2.350277,0.094496,8.415697,1.33201,1.725861,0.307006,15.61421,3.452565,3.68923
EDA (wrist),w_EDA_zcr,0.004167,0.504167,0.099035,0.100088,0.058333,0.108333,0.004167,0.504167,0.113043,0.1093,0.004167,0.391667,0.066094,0.062881
EDA (wrist),w_EDA_peak_freq,0.016667,1.816667,0.038084,0.149943,0.016667,0.0,0.016667,1.816667,0.043003,0.178282,0.016667,0.166667,0.026518,0.02126
EDA (wrist),w_EDA_spectral_energy,0.000176,218.133882,1.79419,8.956557,0.051368,0.654358,0.000176,218.133882,1.012367,8.811638,0.000556,87.365714,3.632597,9.039385
EDA (wrist),w_EDA_spectral_entropy,1.1365,6.337906,3.42932,1.159036,3.209143,1.714025,1.1365,6.337906,3.465213,1.225771,1.416636,6.101894,3.34492,0.981105
EDA (wrist),w_EDA_scl_mean,0.094423,15.614223,1.962935,2.660466,0.847819,2.35165,0.094423,8.41032,1.330955,1.724372,0.306725,15.614223,3.448995,3.689536
EDA (wrist),w_EDA_scl_std,0.00026,1.288352,0.049727,0.090008,0.01635,0.0558,0.00026,1.288352,0.033192,0.078066,0.000539,0.844302,0.088608,0.103415
EDA (wrist),w_EDA_scr_mean,-0.01961,0.025413,-0.000129,0.002136,-4.1e-05,0.00035,-0.007369,0.012772,-8.4e-05,0.000989,-0.01961,0.025413,-0.000234,0.003605
EDA (wrist),w_EDA_scr_std,0.000998,0.415431,0.02796,0.050777,0.007551,0.023639,0.000998,0.287896,0.012696,0.026011,0.001759,0.415431,0.063852,0.072281
EDA (wrist),w_EDA_scr_num_peaks,1.0,67.0,24.761678,13.882427,22.0,23.0,1.0,67.0,27.754076,14.30696,1.0,49.0,17.72524,9.713586
EDA (wrist),w_EDA_deriv_mean,-0.006879,0.016499,-9e-05,0.001265,-3.2e-05,0.000327,-0.00637,0.016499,-0.000247,0.00107,-0.006879,0.008923,0.000279,0.001575
EDA (wrist),w_EDA_deriv_std,0.001166,0.198988,0.014689,0.026179,0.004793,0.010423,0.001166,0.096859,0.007627,0.011601,0.001981,0.198988,0.031296,0.039884
TEMP (wrist),w_TEMP_mean,29.389,35.928,33.010753,1.474587,33.167667,1.749792,29.389,35.928,33.175062,1.604521,30.004083,34.458083,32.62439,1.012635
TEMP (wrist),w_TEMP_std,0.008657,0.199223,0.031835,0.026352,0.02283,0.020158,0.008657,0.199223,0.031981,0.029984,0.010947,0.080477,0.031493,0.014645
TEMP (wrist),w_TEMP_min,29.33,35.89,32.949914,1.470463,33.11,1.74,29.33,35.89,33.114497,1.601593,29.97,34.39,32.562907,1.003017
TEMP (wrist),w_TEMP_max,29.43,35.97,33.071973,1.48049,33.23,1.76,29.43,35.97,33.236522,1.609904,30.03,34.53,32.685048,1.021099
TEMP (wrist),w_TEMP_median,29.39,35.93,33.010696,1.474406,33.16,1.73,29.39,35.93,33.175007,1.604137,30.01,34.45,32.624329,1.013185
TEMP (wrist),w_TEMP_range,0.03,0.69,0.122059,0.086383,0.1,0.07,0.03,0.69,0.122024,0.098075,0.03,0.29,0.122141,0.049044
TEMP (wrist),w_TEMP_kurtosis,-1.739623,4.559162,-0.376755,0.821473,-0.541169,0.934293,-1.739623,4.559162,-0.318542,0.848982,-1.635206,4.081861,-0.513639,0.736165
TEMP (wrist),w_TEMP_skewness,-1.568286,1.38577,-0.011405,0.437127,-0.014295,0.535793,-1.568286,1.38577,-0.005527,0.453688,-1.18841,1.215661,-0.025225,0.395808
TEMP (wrist),w_TEMP_q25,29.37,35.91,32.986768,1.472223,33.15,1.745,29.37,35.91,33.150785,1.602505,29.99,34.43,32.601094,1.008972
TEMP (wrist),w_TEMP_q75,29.41,35.935,33.034967,1.477325,33.18,1.76,29.41,35.935,33.199351,1.606813,30.01,34.47,32.648427,1.017374
TEMP (wrist),w_TEMP_iqr,0.0,0.43,0.048198,0.049636,0.035,0.04,0.0,0.43,0.048567,0.056237,0.0,0.15,0.047332,0.028711
TEMP (wrist),w_TEMP_rms,29.38901,35.928004,33.010778,1.474592,33.167669,1.749791,29.38901,35.928004,33.175091,1.604526,30.004087,34.4581,32.624408,1.01264
TEMP (wrist),w_TEMP_zcr,0.004167,0.154167,0.053865,0.03288,0.054167,0.05,0.004167,0.154167,0.057597,0.033968,0.004167,0.125,0.045088,0.028336
TEMP (wrist),w_TEMP_slope,-0.002822,0.002703,-1.7e-05,0.000533,-5.8e-05,0.000431,-0.002822,0.002703,9.3e-05,0.000559,-0.001063,0.001143,-0.000274,0.000351
TEMP (wrist),w_TEMP_deriv_mean,-0.002958,0.002875,-1.5e-05,0.000504,-4.2e-05,0.000458,-0.002958,0.002875,9.4e-05,0.000521,-0.001208,0.001083,-0.000271,0.000349
TEMP (wrist),w_TEMP_deriv_std,0.00418,0.009721,0.00654,0.000904,0.006474,0.001127,0.00418,0.009721,0.006532,0.000918,0.00431,0.009701,0.006556,0.000871
ACC (wrist),w_ACC_x_mean,-64.392188,63.025521,16.780709,41.559483,35.589062,82.516667,-64.392188,63.025521,16.606305,40.623513,-63.65625,62.305729,17.19081,43.745786
ACC (wrist),w_ACC_x_std,0.0,38.076408,7.036365,6.164726,5.569649,8.485065,0.0,38.076408,7.14703,6.477881,0.060325,21.552294,6.776143,5.357434
ACC (wrist),w_ACC_x_min,-128.0,63.0,-14.915157,50.621287,-4.0,82.0,-128.0,63.0,-10.997283,46.763146,-128.0,59.0,-24.127796,57.745043
ACC (wrist),w_ACC_x_max,-55.0,127.0,47.074357,46.866285,61.0,75.0,-54.0,127.0,43.558424,44.600075,-55.0,127.0,55.341853,50.931969
ACC (wrist),w_ACC_x_median,-65.0,63.0,17.036702,42.143287,36.0,84.0,-65.0,63.0,16.807065,41.352395,-64.0,63.0,17.576677,44.010203
ACC (wrist),w_ACC_x_range,0.0,255.0,61.989514,46.533179,56.0,69.0,0.0,182.0,54.555707,38.348451,2.0,255.0,79.469649,58.069034
ACC (wrist),w_ACC_x_kurtosis,-1.998593,477.0,15.062772,34.901268,3.838045,12.953419,-1.998593,477.0,12.900737,33.654159,-1.906609,270.297859,20.139755,37.232613
ACC (wrist),w_ACC_x_skewness,-11.733191,10.411565,-0.025697,2.272634,-0.016573,1.982013,-9.572969,10.411565,-0.002749,2.237286,-11.733191,8.385802,-0.079583,2.356333
ACC (wrist),w_ACC_x_q25,-65.0,63.0,13.293136,42.593731,30.0,82.0,-65.0,63.0,12.923573,41.640697,-64.0,62.0,14.162141,44.811583
ACC (wrist),w_ACC_x_q75,-64.0,63.0,20.701621,41.692896,39.0,81.0,-64.0,63.0,20.834579,40.966918,-64.0,63.0,20.388978,43.417706
ACC (wrist),w_ACC_x_iqr,0.0,77.0,7.408484,9.927605,3.0,9.25,0.0,77.0,7.911005,10.823604,0.0,32.0,6.226837,7.285313
ACC (wrist),w_ACC_x_rms,4.955216,64.521278,43.901397,12.939914,45.633196,19.000342,4.955216,64.521278,43.139747,12.488275,12.094205,63.717026,45.692368,13.800225
ACC (wrist),w_ACC_x_zcr,0.0,0.417187,0.082632,0.085854,0.047917,0.101562,0.0,0.360417,0.054596,0.060383,0.002604,0.417187,0.148557,0.099776
ACC (wrist),w_ACC_y_mean,-59.253125,63.897917,-5.09727,27.971388,-8.092708,34.025,-58.829167,63.897917,-3.293437,25.518157,-59.253125,61.182292,-9.338871,32.685025
ACC (wrist),w_ACC_y_std,0.0,33.659325,7.113511,7.469601,4.327568,9.289973,0.0,33.659325,7.166554,7.356446,0.257641,32.355627,6.988783,7.739746
ACC (wrist),w_ACC_y_min,-109.0,60.0,-26.141087,31.139018,-27.0,45.0,-94.0,60.0,-21.815217,29.022789,-109.0,56.0,-36.313099,33.536973
ACC (wrist),w_ACC_y_max,-58.0,127.0,18.937083,35.5641,14.0,49.0,-58.0,80.0,17.418478,29.156885,-58.0,127.0,22.507987,47.19661
ACC (wrist),w_ACC_y_median,-59.0,64.0,-5.273117,29.099354,-7.0,34.0,-59.0,64.0,-3.519022,26.497484,-59.0,61.0,-9.397764,34.145814
ACC (wrist),w_ACC_y_range,0.0,209.0,45.07817,38.83442,34.0,54.0,0.0,143.0,39.233696,31.931896,2.0,209.0,58.821086,48.924523
ACC (wrist),w_ACC_y_kurtosis,-1.996833,1915.000521,15.216854,82.596451,2.643492,10.864686,-1.996833,1915.000521,15.395102,96.740895,-1.968904,323.053578,14.798283,29.600867
ACC (wrist),w_ACC_y_skewness,-30.935433,43.783565,0.244398,3.252498,0.183817,2.161383,-30.935433,43.783565,0.259571,3.532215,-10.503686,8.740826,0.208768,2.479138
ACC (wrist),w_ACC_y_q25,-60.0,64.0,-9.321735,29.065891,-10.0,37.0,-60.0,64.0,-7.506114,27.134854,-60.0,61.0,-13.591054,32.819712
ACC (wrist),w_ACC_y_q75,-59.0,64.0,-1.281697,29.350782,-4.75,33.0,-59.0,64.0,0.649117,26.741629,-59.0,62.0,-5.821885,34.344305
ACC (wrist),w_ACC_y_iqr,0.0,70.0,8.040038,13.145007,2.0,8.0,0.0,70.0,8.155231,13.184172,0.0,63.0,7.769169,13.069466
ACC (wrist),w_ACC_y_rms,0.302765,63.899221,25.199219,16.710602,21.429572,25.404904,0.302765,63.899221,23.037956,15.366033,1.373294,61.191809,30.281293,18.569129
ACC (wrist),w_ACC_y_zcr,0.0,0.441667,0.064748,0.073704,0.036979,0.088021,0.0,0.441667,0.049827,0.067684,0.000521,0.308854,0.099834,0.075464
ACC (wrist),w_ACC_z_mean,-61.502083,62.316667,10.474651,27.58743,12.682813,35.894271,-61.502083,62.316667,13.654133,29.859459,-52.723438,46.710417,2.998298,19.393453
ACC (wrist),w_ACC_z_std,0.064516,43.481732,10.367002,8.749692,8.314037,14.038574,0.064516,43.481732,10.368645,8.724712,0.415727,31.963709,10.363139,8.822174
ACC (wrist),w_ACC_z_min,-128.0,61.0,-26.448046,35.992093,-25.0,48.0,-109.0,61.0,-20.192935,31.070878,-128.0,38.0,-41.15655,42.044365
ACC (wrist),w_ACC_z_max,-60.0,127.0,45.330791,37.959729,49.0,46.0,-60.0,127.0,43.27038,36.879233,-28.0,127.0,50.175719,40.031131
ACC (wrist),w_ACC_z_median,-62.0,62.0,10.967588,29.56871,12.0,39.0,-62.0,62.0,14.131114,32.112231,-53.0,47.0,3.528754,20.697821
ACC (wrist),w_ACC_z_range,1.0,255.0,71.778837,55.42286,66.0,80.0,1.0,227.0,63.463315,44.246173,1.0,255.0,91.332268,71.82697
ACC (wrist),w_ACC_z_kurtosis,-1.95451,236.504956,8.00262,19.42308,2.17553,7.910941,-1.95451,236.504956,7.914547,20.383916,-1.836273,137.623844,8.20972,16.979409
ACC (wrist),w_ACC_z_skewness,-11.354945,13.097756,-0.299255,2.047921,-0.155247,1.93971,-11.354945,13.097756,-0.354943,2.207693,-6.728816,5.209492,-0.168308,1.606595
ACC (wrist),w_ACC_z_q25,-62.0,62.0,4.780982,29.342436,6.75,37.0,-62.0,62.0,7.847486,31.730837,-60.0,47.0,-2.429712,21.11314
ACC (wrist),w_ACC_z_q75,-61.0,63.0,16.497617,29.312028,18.0,41.0,-61.0,63.0,19.758152,31.764666,-52.0,47.0,8.830671,20.615724
ACC (wrist),w_ACC_z_iqr,0.0,92.0,11.716635,14.986825,5.0,16.0,0.0,92.0,11.910666,15.82181,0.0,56.0,11.260383,12.822854
ACC (wrist),w_ACC_z_rms,0.507239,62.318495,28.60953,15.353745,27.434059,25.513791,0.507239,62.318495,31.815222,15.762821,2.821513,53.036883,21.071545,11.192012
ACC (wrist),w_ACC_z_zcr,0.000521,0.428125,0.05666,0.06849,0.028125,0.069792,0.000521,0.428125,0.042422,0.062618,0.000521,0.342187,0.090139,0.070121
ACC (wrist),w_ACC_mag_mean,62.411287,66.663846,63.623612,0.8879,63.256667,1.440903,62.411287,65.418458,63.549832,0.753296,62.4119,66.663846,63.797101,1.126176
ACC (wrist),w_ACC_mag_std,0.0418,18.480745,2.513456,2.747559,1.702281,2.245512,0.0418,6.734675,1.720571,1.247285,0.155132,18.480745,4.377875,4.08926
ACC (wrist),w_ACC_mag_min,5.09902,63.827894,46.031695,13.053622,48.020829,17.320281,21.679483,63.827894,49.172005,9.7812,5.09902,62.233432,38.647452,16.401631
ACC (wrist),w_ACC_mag_max,63.458648,214.352513,92.020328,28.174432,83.318665,29.759713,63.458648,176.889796,84.422471,18.051475,63.56886,214.352513,109.886216,37.977857
ACC (wrist),w_ACC_mag_median,62.136946,65.753326,63.508002,0.858105,63.158531,1.508787,62.136946,65.627738,63.498453,0.792491,62.297673,65.753326,63.530455,0.996554
ACC (wrist),w_ACC_mag_range,0.141983,202.520354,45.988633,39.961282,37.222305,46.035155,0.141983,134.251785,35.250465,26.264506,1.649558,202.520354,71.238764,53.172089
ACC (wrist),w_ACC_mag_kurtosis,-1.50431,811.940778,47.553475,61.647874,29.94241,43.729928,-1.50431,811.940778,48.858976,64.663118,-0.350291,326.558647,44.483672,53.869775
ACC (wrist),w_ACC_mag_skewness,-8.786131,22.939468,1.821092,2.728164,1.315226,2.543021,-8.786131,22.939468,1.619683,2.809098,-2.231642,13.234438,2.294691,2.467852
ACC (wrist),w_ACC_mag_q25,59.245253,65.24569,63.017767,0.898923,62.841069,1.299367,61.64414,65.076878,63.156201,0.764709,59.245253,65.24569,62.692247,1.088644
ACC (wrist),w_ACC_mag_q75,62.633857,72.453433,64.032405,1.180416,63.588521,1.516472,62.633857,66.060578,63.844748,0.808755,62.769419,72.453433,64.47367,1.691465
ACC (wrist),w_ACC_mag_iqr,0.0,13.085956,1.014638,1.244015,0.73352,0.520775,0.0,3.639838,0.688547,0.415193,0.0,13.085956,1.781423,1.98783
ACC (wrist),w_ACC_mag_rms,62.412635,68.39291,63.730497,1.017667,63.317446,1.486264,62.412635,65.422445,63.585309,0.755657,62.415952,68.39291,64.071898,1.402451
ACC (wrist),w_ACC_mag_zcr,0.026562,0.530729,0.288175,0.088053,0.297917,0.114062,0.026562,0.454688,0.269634,0.082581,0.082292,0.530729,0.331774,0.085204
ACC (wrist),w_ACC_mag_peak_freq,0.016667,14.75,1.897331,2.170822,1.4,2.5,0.016667,10.633333,1.395222,1.791796,0.016667,14.75,3.078009,2.504514
ACC (wrist),w_ACC_mag_spectral_energy,1.677379,327863.271738,13303.972764,34181.560429,2781.844838,8095.883801,1.677379,43540.948708,4333.059772,5705.726219,23.101894,327863.271738,34398.515776,56671.09268
ACC (wrist),w_ACC_mag_spectral_entropy,5.433285,9.517974,8.722081,0.456128,8.813543,0.564704,5.433285,9.517974,8.714357,0.468762,7.040115,9.3379,8.740244,0.42511
